name,gnd,gender,biography,bibliography
Olfers Marie,11712124X,female,"Olfers, Marie von. Drei Märchen. 8. (40 m. 6 K.) Berlin 1862, Nauck. n 1.50","‒ Erzählungen. 8. (421) Berlin 1893, Weimar, E. Felber. n 6.–; geb. n 7.– ‒ Guckkästchen. 2. Aufl. 4. (48 m. farb. Illustr.) Leipzig 1886, Leipziger Lehrmittel-Anstalt von Dr. O. Schneider. n 3.50 ‒ Herr Mops. Ein Märchen. 4. (22 mit 12 Chromolith.) Berlin 1863, Korn & Co. n 3.– ‒ Himmelsschlüssel u. Gänseblume von einer alten Kindermuhme. 4. (22 Htaf.) Kaiserswert a. Rh. 1860, Leipzig, Volckmar. n 2.25; geb. n 4.– ‒ Ich od. du? 8. (151) Dresden 1891, Ehlermann. n 2.– ‒ Kindermusik. Komp. v. M. Riezler. 4. (11 Chromolith. m. 12 Musikbeilage) München 1879, Bassermann. geb. 3.50 ‒ Naseweiss u. Dämelchen. Ein Märchen in 22 chromolith. Bildern. 2. Aufl. 4. (Mit Text) Ebda. 1881. geb. n 4.50 ‒ Neue Novellen. 8. (368) Berlin 1876, Hertz. 6.– ‒ Scherzfibel. 4 (35 Bl. m. z. Tl. farb. Illustr.) Leipzig 1886, Leipziger Lehrmittel-Anstalt von Dr. O. Schneider. n 4.– ‒ 16 Märchenbilder für die Hand des Kindes im Hause u. Kindergarten. Fol. (12 Chromol. auf Karton m. Text) Ebda. 1882. n 4.50 ‒ Simplicitas. 8. (253) Berlin 1884, Hertz. n 4.–; geb. n 5.– ‒ Vielliebchen. 4. (15 Chromol.) Berlin 1881, Mitscher. n 5.– ‒ Zeichenu. Mal-Fibel. Fol. (34 Chromol. m. 16 Vorlagen u. e. Farben-Palette) Leipzig 1882, Leipziger Lehrmittel-Anstalt. geb. n 7 50"
Werner Hedwig,11712124X,female,"Werner, Hedwig, Ps. H. René, Gleiwitz, Klosterstrasse, geboren den 2. August 1849 in Tuchel. Novellistin und Romanschriftstellerin. Werke s. H. Rene.",.
Schück Elisabeth,11712477X,female,"*Schück, Elisabeth, Ps. E. Schück, Seebad Coserow, Pommern, geboren zu Ravicz in der Provinz Posen im Iahre 1848. Ihr Vater war Pastor an der dortigen Strafanstalt, ihre Mutter die Tochter des Direktors. In Büche bei Stargard, wohin ihr Vater als Pfarrer berufen wurde, verlebte sie inmitten eines zahlreichen Geschwisterkreises eine stille freundliche Iugend. Nach ihres Vaters Tode ging sie als Erzieherin nach England, dort blieb sie mehrere Iahre, und dort entstand ihr ein Nervenleiden, welches sie schliesslich zwang, bei ihrer Mutter in dem Predigerwitwenhäuschen zu Warienfliess mehrere Iahre zuzubringen. Nach dem Tode der Mutter, vor vier Iahren, ging sie nach Coserow, wo sie eine kleine Verlagsbuchhandlung","‒ Ännchens frische Schneeglöckchen. Frei nach dem Engl. erzählt. 12. (40) Basel 1886, Spittler. –.20 ‒ Blöde Matthias, Der. Frei nach dem Engl. erzählt. 12. (51) Ebda. 1887. –.30 ‒ Epikuräer, der, von Thomas Moore. Aus dem Engl. übers. 12. (136) Coserow 1896, Gebrüder Schlechter. –.60 ‒ Erich od. Schritt für Schritt. Aus dem Engl. 8. (198) Misdroy 1893, R. Schück. 2.– ‒ Kunst der Schönheitspflege, die. Praktische Winke u. Ratschläge. 6. Aufl. 8. (93) Ebda. 1893. 1.– ‒ Lebensgeschichte von M. F. Drögmund. Nach mündlichen Berichten bearbeitet. Kollektion »Olla potrida«. 8. (105 m. 1 Bildnis) Coserow 1896, Gebrüder Schlechter (E. Schück). 2.– ‒ Letzte Troubadour, der. Kollektion »Olla potrida«. 8. (60) Ebda. 1887. –.40 ‒ Sein guter Engel. Kollektion »Olla potrida«. 8. (78) Ebda. 1896. –.75 ‒ Zwei Tage in Cadenabbia. Kollektion »Olla potrida«. 8. (49) Ebda. 1896. –.40"
Schücking Katharina Sybilla,11712477X,female,"Schücking, Sybilla Katharina, geb. Busch, geboren den 26. Ianuar 1791 zu Dülmen, Westfalen, gestorben den 2. November 1831.",.
Joël Hedwig,11714813X,female,"□Ioël, Hedwig, Berlin, Kurfürstenstrasse 147, ist Musikerin von Beruf und hat einige humoristische Skizzen veröffentlicht.",.
Norden Marie,11720899X,female,"Norden, Marie s. Friederike Wolfhagen.","‒ Agnes und Marie. Rom. aus dem engl. Leben. 3 Bde. 8. (686) Nordhausen 1860. Büchting. 10.– ‒ Columbus und seine Zeit. 4 Bde. 16. (987) Leipzig 1861, E. I. Günther, n 2.– ‒ Der Matador. Eine Schilderg. aus der jüngsten Vergangenheit Spaniens. 2 Bde. 8. (608) Hamburg 1840, Herold. 8.– ‒ Deutsche Lebensbilder. 2 Bde. 8 (521) Leipzig 1851, Wienbrack. 7.50 ‒ Die Dänen hinter d. Danewerk. Rom. 8. (268) Leipzig 1867, Schlieke. n 4.– ‒ Die vieljährige Schuld. 32. (122) Leipzig 1859, Ruhl. n –.30 ‒ Dresdens Maitage. Ein Zeitbild. 3 Bde. 8. (767) Leipzig 1850, Wienbrack. 10.50 ‒ Dunkele Wege. Rom. 2 Tle. 8. (414) Braunschweig 1856, Verl.-Comptoir. 6.– ‒ Feldblumen. 2 Tle. 8. (594) Leipzig 1847, Wienbrack. 9.90 ‒ König Wilhelm III. und seine Zeit. Histor. Rom. 3 Tle. 16. (683) Dresden 1859, L. Wolf. n 4.50 ‒ Ottokar oder die Reise nach Sebastopol. Histor. Rom. 3 Tle. 8. (602) Leipzig 1855, C. F. Schmidt. 9.– ‒ Rudolf oder d. Abent. im Riesengebirge. Rom. 3 Bde. 8. (583) Ebda. 1852. 9.– ‒ Seeund Landgeschichten aus Schleswig-Holstein. 2 Bde. 8. (480) Leipzig 1865, Schlicke. 7.–"
Wolfhagen Friederike,11720899X,female,"Wolfhagen, Friederike, Ps. Marie Norden, geboren den 13. November 1813 in Tönning, Schleswig, gestorben den 3. Iuli 1878 in Dresden. Werke s. auch Marie Norden.",‒ Astolfo Vardamas. Rom. 1844. ‒ Die Brüder u. der Mönch. Rom. 1842. ‒ Erzählungen. 1843. Inhalt: Die Stiefschwester. Paul Scalig in Preussen. Das Zusammentreffen auf Helgoland. ‒ Umhörst. Rom. 1846. ‒ Paris und Berlin. 1848.
Schultze Marie,11721468X,female,"Schultze, Frl. Marie, München, Ludwigstr. 18, geboren den 21. März 1850 in München, wirkt daselbst als Lehrund Erziehungsdame am königl. Max Ioseph-Stift.","‒ Marie, Königin v. Bayern. Ein Lebensbild. 4. (70 m. Abbildgn.) München 1892, H. Korff Nachfolger. 2.25 ‒ Dasselbe. 2. Aufl. 8. (94 m. Abbilbgn. u. Bildnis) 1894. 1.20; geb. 2.–"
Stilke Hermine,11725908X,female,"Stilke, Hermine, geboren 1808, gestorben 1869, war die Gattin des 1860 in Berlin verstorbenen Malers Hermann Stilke. Sie selbst war auch eine talentvolle Aquarellmalerin. u. M. v. Reichenbach. Bibelworte in Blumenschmuck. 12 Spruchbilder in Aquarelldruck. (Neue Ausg.) 4. Leipzig 1886, Haberland. in Mappe 9.–","‒ Blumen der Liebe. Lyrische Dichtgn. 4. (19 Lith. m. 9 Bl.) Leipzig 1868, Arnold. 42.–; in Leder geb. 48.– ‒ Das Iahr in Blüten u. Blättern. Mit Orig.-Gedichten v. Eman. Geibel u. Gust. zu Putlitz. 2. Aufl. 4. (12 Chromolith u. 14 Bl.) Berlin 1865, Wagner. geb. 45.– u. 57.– ‒ Deutsches Land u. deutsche Lieder. Ausgew. Dichtgn. m. Illustr. 3. Aufl. Neue Ausg. (In 15 Lfgn.) 1. Lfg. 4. (24) Leipzig 1886, Reinboth. 1.– ‒ Die christlichen Feste. 4. Aufl. 4. (32 m. 8 Chromolith.) Leipzig 1878, Arnold. 24.– ‒ Eine Reise in Bildern. Fol. (15 Chromol. m. 15 Bl.) Berlin 1866, Wagner. In Mappe 42.–; geb. 48.– u. 51.– ‒ Haus-Chronik. Gedenkbuch f. Familien. 4. (119 m. 12 Chromol.) Leipzig 1865, Arnold. 36 – ‒ Hauslaub 4. (10 Chromol. u. 35) Ebda. 1867. geb. 34.–; in Leder geb. 41.– ‒ Im Frühling. Lenzlieder deutscher Dichter. 2. Ausg. Fol. (20 m. 8 Aquarellen) Ebda. 1875. 30.– ‒ Immortellen aus einer Kaisergruft. Dichtgn. d. hochsel. Kaisers Maximilian von Mexiko. Fol. (7 Chromol. u. 9 Blatt) Ebda. 1868. 36.– ‒ Stilke-Album. Eine Auswahl v. 44 der vorzüglichsten Chromol. nach Aquarellen Neue Ausg. 4. (3) Ebda. 1871. geb. 75.– u. 84.– ‒ Tagebuchblätter der Erinnerung. Mit 12 Aquarell-Illustr. in der Blumenmalerei neu ausgeführt v. E. Leistner, Beckendorff u. Titelbild v. I. Kostka. 6. Aufl. 8. (400) Leipzig 1889, Zehl. geb. m. Goldschn. 16.–; in Leder 20.– ‒ Vierundvierzig Aquarelle in Chromolith. 2. Abdr. 4. Leipzig 1871, Arnold. 67.50"
Leonhard Camilla,11726041X,female,"Leonhard, Camilla. Biographie s. Camilla Lucerna.","‒ Gedichte. 8. (124) Dresden 1893, E. Pierson. n 2.–; geb. m. Goldschn. n 3.–"
Lucerna Camilla,11726041X,female,"*Lucerna, Camilla, Ps. Camilla Leonhard, Agram, geboren 1868 in Riva, Südtirol, als Tochter des k. k. Auditors Hans Lucerna, hat verschiedene Feuilletons geschrieben. Sie ist derzeit Lehrerin der französischen Sprache am Mädchenlyceum in Agram, Kroatien. Werke s. Camilla Leonhard.",.
Hillardt Gabriele,11727240X,female,"Hillardt, Gabriele, Biographie s. Gabriele Stenzinger. 1. Das Häkeln. 4. Aufl. (47) 1894. –.90 2. Das Stricken. 5. Aufl. (84) 1895. 1.48 3. Das Nähen. 5. Aufl. (63) 1895. 1.32 4. Das Netzen, das Ausnähen, das Sticken. 3. Aufl. (92) 1889. 1.60 5. Die Spinnstoffe und Gewebe nach Art, Güte u. Bezugsquellen. (53) 1886 n –.96 Prämiiert mit Medaille u. Diplom auf der Weltausstellung in Chicago.","‒ Anschauungsmittel für sämtliche Stufen des Handarbeitsunterrichtes. ‒ Darstellung des Handarbeitsunterrichtes nach d. Lehrg. d. Übungsschule an der k. k. Lehrerinnen-Bildungsanstalt in Wien. 8. (95 m. Abbildgn.) Wien 1888, Pichlers Wwe & Sohn. n 1.60 ‒ Der Handarbeitsunterricht an Volksund Bürgerschulen. (Mit besond. Rücksicht auf Österreich) 8. (44) Wien 1878, Bloch & Hasbach. n –.80 ‒ Die Arbeitslehrerin und ihr Pflichtenkreis. Kurzer Abriss des Wichtigsten aus d. Schulpädagogik u. der Unterrichtslehre in besond. Beziehg. auf d. Handarbeitsuntericht. Mit e. Anh. 2. Aufl. 8. (172) Wien 1897, A. Pichlers Wwe. & Sohn. geb. n 2.– ‒ Die weibliche Handarbeit in der Poesie. Ausgewählte Gedichte, der fleissigen Frauenwelt gewidmet. 12. (335) Wien 1882, Hartleben. 3.60; geb. n 5.– ‒ Die Zeitschrift zur Förderung der weiblichen Handarbeiten und des Handarbeitsunterrichts (Beilage zu den »Pädagog. Mitteilgn«.) 1. Iahrg. 1878. 12 Nrn. 8. (8 m. Illustr.) Wien 1878, Bloch & Hasbach. bar n 5.60 ‒ Handarbeitskunde für Lehrerinnen-Bildungsanstalten und zum Selbstunterricht. 8. 5. Abt. m. 391 Abbildgn. Wien, A. Pichlers Wwe. & Sohn. ‒ Heft zum Schnittzeichnen ohne Punkte. 3. Aufl. 4. (31) Wien 1896, A. Pichlers Wwe & Sohn. bar n –.32 ‒ Dasselbe m. Punkten. 8. Aufl. 4. (31) Ebda. bar n –.32"
Hillardt Gabriele,11727240X,female,"Hillardt, Gabriele. Kurzgefasster Leitfaden der Erziehungsu. Unterrichtslehre für Handarbeitslehrerinnen. 2. Aufl. 8. (70) Ebda. 1896. n 1.– Mitherausgeberin der »Iahreszeiten«, Vierteljahresschrift für die reife Iugend. Teschen 1897, Karl Prochaska. Redaktrice von Fromme's »Mädchenkalender« 1887–1893.","‒ Methodik des Handarbeits-Unterrichtes f. Lehrerinnen-Bildungsanstalten n. zur Fortbildung f. Arbeitslehrerinnen an Volksu. Bürgerschulen. 4. Aufl. Mit e. Anh. über den Handarbeitsunterricht der Blinden. Von A. Spolz. 8. (396 m. Abbildgn.) Ebda. 1897. Ebenfalls prämiiert in Chicago. geb. n 6.40 ‒ Dasselbe. 4. Aufl. 8. (391) n 6.– ‒ Schnittmusterbuch für Mädchen der Volksu. Bürgerschulen. Ebda. 1897. ‒ Stickmuster in altdeutschem Stile. Leipzig 1883, Dr. Oskar Schneider. ‒ Vorlagen für die 1. u. 2. Stufe des Musterhäkelns. 4. (à 18 Taf.) Wien 1885, Pichlers Wwe & Sohn. à n 1.– ‒ Zeichenvorlagen f. Mädchenschulen nach der stigmographischen Methode. Wien 1870, Sallmayer & Comp."
Stenzinger-Hillardt Gabriele,11727240X,female,"*Stenzinger-Hillardt, Frau Gabriele, Mödling, Viechtegasse 20, geboren zu Prag am 20. September 1840, ist die Tochter des Erfinders der Stigmographie, Dr. Franz Karl Hillardt. Sie erhielt einen sehr ungeregelten Unterricht infolge des häufigen Domicilwechsels, dem ihr Vater als Erzieher des Fürsten Ferdinand Kinsky ausgesetzt war. Als ihr Vater die Erziehung des Fürsten vollendet hatte, liess er sich dauernd in Wien nieder. Gabriele widmete sich dem Studium der französischen Sprache und legte die Prüfung als Lehrerin derselben ab. Später besuchte sie einen Lehrerinnen-Bildungskurs der Ursulinerinnen in Wien. 1870 wurde sie zur Arbeitslehrerin an der k. k. Lehrerinnen-Bildungsanstalt in Wien, und bald darauf zur Prüfungskommissarin für Volksund Bürgerschulen ernannt. 1872 wurde sie Aufsichtsdame des unter der Leitung des Dr. Friedrich Dittes stehenden städtischen Pädagogiums in Wien. Ihr Bestreben, daselbst an der Mädchenschule den Massenunterricht einzuführen, scheiterte anfänglich, erst als Martin Godai die Stelle des Direktors der Mädchenschule daselbst erhielt, gelang es ihr, diesen so sehr dafür zu interessieren, dass er mit Hilfe einer von ihr herangebildeten Lehrerin nicht allein den Massenunterricht einführte, sondern auch mit Wort und Schrift für die Verbreitung desselben sorgte. Bei ihrem Eintritte in die Anstalt gründete sie eine Mustersammlung zum Zwecke des Unterrichtes der Lehramtskandidatinnen, welche gegenwärtig achtzehntausend Muster und Vorlagen zu den verschiedensten Handarbeiten enthält. Ein von ihr zusammengestellter Lehrgang der weiblichen Handarbeiten für Lehramtskandidatinnen gelangte 1873 zur Weltausstellung in Wien und erhielt eine Medaille nebst Diplom. 1870 erschien ihr erstes Werk, das sie auf Anregung des damaligen k. k. Landesschulinspektors Vinzenz Prausek verfasste. 1886 erschien die erste Auflage der »Arbeitslehrerin und ihr Pflichtenkreis« mit dem Lehrgang der k. k. Lehrerinnen-Bildungsanstalt in Wien und »Anschauungsmittel für sämtliche Stufen des Handarbeitsunterrichtes«. Bald darauf übernahm sie die Redaktion von Frommes »Mädchenkalender« und wurde Mitherausgeberin der »Iahreszeiten«, eine Gabe für der Schule entwachsene Mädchen. Für ihren 1896 Werke siehe auch Gabriele Hillardt-Stenzinger und Gr. Eichelberg.","‒ Mustersteckspiel. Zur Selbstbeschäftigung für blinde Kinder. Wien 1895, A. Pichlers Wwe. 5.50 ‒ Schnittmusterbuch. Anleitg. zum Schnittzeichnen n. Zuschneiden der Wäsche zum Gebrauche an Volksu. Bürgerschulen für Mädchen. 8. (42 u. 120 Abbildgn.) Wien u. Prag 1897, F. Tempsky, Leipzig, G. Freytag. kart. –.60 ‒ Spinnstoffe u. Gewebe. Wien 1880, Bloch & Ensberg. geb. –.50"
