name,gnd,gender,biography,bibliography
Katte Ellen,116067608,female,"Katte, Ellen, Biographie s. Helene Katz.",.
Katz Helene,116067608,female,"*Katz, Frau Helene, Ps. Ellen Katte, Charlottenburg, Weimarerstrasse 15, am 24. Iuli 1852 zu Oels i. Schles. als die Tochter eines höheren Beamten geboren, hat sie sich hauptsächlich dem Studium der romanischen Sprachen gewidmet. 1874 ist sie die erste, 1885 die zweite Ehe eingegangen, 1889 ist sie Witwe geworden. Seit dem Iahre 1893 ist sie als Übersetzerin aus dem Französischen, Italienischen, Spanischen und Portugiesischen schriftstellerisch thätig.","‒ Eine Hochzeitsreise. Rom. von E. Pardo-Bazán. Autoris. Aus dem Span. v. H. K. 8. (164) Chemnitz 1895, B. Richter. geb. 2.– ‒ Ein krankes Herz. Aus dem Ital. d. Serao. 2 Bde. (480) Erfurt 1898, E Moos. geb. 2.– ‒ Eros von Verga. Aus dem Ital. 1 Band. 1898. U. d. Presse. ‒ Frauenehre u. andere Novellen. Von E Pardo-Bazán. Autoris. Übers. a. d. Span. von H. K 12. (197) Erfurt 1897, Eduard Moos. geb. 2.– ‒ Geist u. Form v. Iuan Valera. Autoris. Übers. a. d. Span. 1 Bd. 1898. U. d. Presse. ‒ Im Traum. Iugenderinnerungen. Übers. d. Neera. (240) Erfurt 1896, E. Moos. geb. 2.– ‒ Skizzen aus dem Soldatenleben. Übers. d. De Amicis. Halle 1897, Hendel, geb. –.75 ‒ Sturm u. Meeresstille. Übers. d. Colombi aus dem Ital. Leipzig 1897, Ph. Reclam. –.40 ‒ Teresa. Übers. d. Neera. Ebda. 1897. –.60 ‒ Theklas Schicksale. Übers. ans des Franz. d. Bourdon. Chemnitz 1895, B. Richter. geb. 2.–"
Katz Helene,116067608,female,"Katz, Helene. Un Niclo. Autoris. Übers. aus dem Ital. d. Neera. Breslau 1896, S. Schottländers Verlag. geb. 1.–","‒ Wie Frauen handeln. Aus dem Portugies. (240) Erfurt 1897, B. Moos. geb. 2.–"
Katz Helene,116067608,female,"Katz, Helene. Ein Nest. Rom. Übersetzg. der Neera aus dem Ital. 8. (206) Breslau 1897, Schlesische Buchdruckerei. –.75; geb. 1.– Ergänzg. zu Helene Katz Band I.",.
Friede Martha,116071516,female,"Friede, Martha, Biographie s. Auguste Freiin v. Pechmann.","‒ Die 7 leiblichen Werke der Barmherzigkeit. Erzählg. für das Volk, (408) München, Carl Aug. Seyfried. 1.50 ‒ Nutzet die Iugendzeit, Ein Wort an die Mädchenwelt. (48) Ebda. –.75"
Pechmann Auguste,116071516,female,"*Pechmann, Freiin Auguste von, Ps. Martha Friede, München, Rambergstrasse 5, geboren am 17. Februar 1846 als die Tochter des kgl. Kämmerers und Landrichters Freiherrn Hans von Pechmann in Berchtesgaden, wuchs sie im traulichsten Familienkreise mit sechs Geschwistern auf. Nach Verlassen der Schule bei den Ursulinerinnen in Landshut, kam sie in das königliche Max-Ioseph-Stift in München. Ins Elternhaus zurückgekehrt, entstanden die ersten Gedichte. Als im August 1866 ihr Vater als Minister des Innern nach München berufen wurde und zwei Iahre später die Augen schloss, da hatte das fröhliche Iugendtreiben ein Ende, ein stilles, der Arbeit und ernsteren Studien geweihtes Leben begann. In diesen Iahren von 1868–1880 hatte sie Sprachen, Litteratur und Geschichte studiert. Zwischen 1880–1890 liegt ein viel bewegtes Leben am Hofe mit rauschenden Festlichkeiten, idyllischem Landaufenthalt und interessanten Reisen. Erst als diese anregende Zeit vorüber war und A. v. P. nach schwerer Krankheit nach etwas suchte, was ihr die Zeit befriedigend und nutzbringend ausfüllen könnte, versuchte sie sich in Aufsätzen und Erzählungen für die Kinderwelt. Letztere erschienen unter ihrem wahren Namen in der Zeitschrift »Epheuranken« der Verlagsanstalt in Regensburg und in der »Musikalischen Iugendpost«. Zahllose Feuilletons und belehrende Aufsätze erschienen unter ihrem Pseudonym in verschiedenen katholischen Zeitschriften. Selbständige Bücher sind nur drei von ihr geschrieben worden, es fehlt ihr »die Lust, ein weiteres zu schreiben, nachdem unser deutsches Publikum seine geistige Anregung jetzt fast immer nur aus Zeitschriften schöpft.« Werke s. auch Martha Friede.","‒ Mädchenschicksale. Erzählg. f. junge Mädchen. 12. (220) Straubing 1894, Volksu. Iugendschriften-Verlag. geb. n 3.–"
Kaufmann Mathilde,116074841,female,"*Kaufmann, Frau Mathilde, geb. Binder, Ps. Amara George, Würzburg, Sanderglacisstrasse 47 I, geboren zu Nürnberg, den 5. Dezember 1835, als Tochter des Bürgermeisters Binder dieser Stadt. Familienverhältnisse und ein chronisches Halsleiden verbitterten ihre Iugend. Zur poetischen Thätigkeit wurde sie frühzeitig angeregt, und schon mit 17 Iahren schrieb sie den grössten Teil der Lieder, die später als »Blüten der Nacht« in die Öffentlichkeit gelangten. Der Herausgeber des Werkes »Kunst und Litteratur« Alexander Kaufmann, ein rheinischer Dichter ersten Ranges, wandte sich s. Z. um Beiträge für sein Werk an Daumer, welcher ihm Gedichte u.a. auch von seiner Schülerin Mathilde Binder einsandte. Der dadurch zwischen dieser und Kaufmann entstandene schriftliche Verkehr führte 1857 zu einer Ehe, die nach 36jährigem glücklichen Bestände durch den 1893 erfolgten Tod Kaufmanns ihr Ende erreichte. Neben ihren poetischen und novellistischen Arbeiten hat sie Übersetzungen aus dem Englischen, Französischen und Holländischen veröffentlicht. Werke s. Amara George und Amara George-Kaufmann.",.
Kaulbach Isidore,116077425,female,"Kaulbach, Frl. Isidore, Hannover, Waterlooplatz 11, in Hannover geboren, schreibt Novellen und Romane.",.
Dery Juliane,116081392,female,"*Dery, Frl. Iuliane, München, Briennerstrasse 4 II, ist den. 10. August 1864 in Bája in Ungarn geboren, wo sie ihre Kindheit verbrachte. Später übersiedelte die Familie nach Wien. Ihren ersten litterarischen Versuch machte sie in ungarischer, ihrer Muttersprache. Ihre Absicht, zur Bühne zu gehen, gab sie auf, als Karl Emil Franzos ihre erste grössere Novelle im Iahre 1889 in seiner »Deutschen Dichtung« veröffentlichte und sie zum schriftstellerischen Berufe ermutigte. Durch verwandtschaftliche Beziehungen kam sie 1890 nach Paris, wo in den anregenden Kreisen der Madame Adam und der Prinzessin Mathilde sich ihr Kunsthorizont erweiterte. Sie verdankt den wenigen Iahren, die sie abwechselnd unter ihren Pariser Freundinnen verbrachte, grossen geistigen Gewinn. Später wurde sie Mitarbeiterin der »Neuen Deutschen Rundschau« und half das »Intime Theater« in München begründen. – 1890, als die »Freie Bühne« in Berlin in voller Thätigkeit war, kam Iuliane Dery mit einem naturalistischen Volksstück »Die Schand« nach Berlin und die Leitung dieses Vereines schwankte damals lange zwischen der Aufführung dieses Stückes und »Therèse Nagin« von Zola. Der Herzog Ernst von Coburg-Gotha, auf dessen Hoftheater ein Einakter »Es fiel ein Reif« der Dichterin grossen Erfolg errang, wollte auch das Volksstück einstudieren lassen. Scenische Schwierigkeiten machten aber die Aufführung unmöglich.","‒ Das Amulet. Lustsp. 1891. ‒ Die Einwilligung. 8. (151) Dresden 1891, Ehlermann. n 2.– ‒ D' Schand'. Volksstück. 8. (88) München 1894, Berlin, Schuster & Loeffler. n 1.50; erm. Pr. n 1.– ‒ Die selige Insel. Dramatisches Idyll. 12. (93) Berlin 1897, Ebda. n 1.– ‒ Die sieben magern Kühe. Komödie in 3 Akten. 8. (136) Berlin 1897, S. Fischer Verlag. n 2.– ‒ Es fiel ein Reif. Drama. 8. (39) Ebda. 1896. n –.50 ‒ Hoch oben. Nov. 8. (167) Stuttgart 1888, A. Bonz & Co. n 3 –; geb. n 4.– ‒ Katastrophen. Neue Nov. 8. (152) Ebda. 1895. n 3.–; geb. n 4.– ‒ Ohne Führer. – Urban. 2. Nov. 8. (180) Ebda. 1891. n 3.–; geb. n 4.– ‒ Verlobung bei Pignerols. Schwank. 1891."
Kohl Ida,116083352,female,"Kohl, Ida, Schwester des berühmten Reisenden I. G. Kohl. u. I. G. Kohl. Englische Skizzen. Aus ihren Tagebüchern. 3 Tle. (Häusliches. Geselliges. – Ernsthaftes. Heiteres. – Spaziergänge à l'Anglaise. Blumen u. Kränze. Irländisches. Miscellen.) 8. (848) Dresden u. Leipzig 1845, Arnoldische Buchhandlung. 14.–",‒ Paris u. die Franzosen. Skizzen. 3 Tle. 8. (962) Ebda. 15.–
Baudissin Cornelia Karoline Adelheid,116083387,female,"Baudissin, Karoline Adelheid Cornelia Gräfin von, geborne Gräfin Schimmelmann, geboren den 21. Ianuar 1760 in Dresden, gestorben den 17. Ianuar 1826 zu Knoop in Holstein.",.
Wolf-Baudissin Sophie,116083441,female,"Wolf-Baudissin, Gräfin Sophie, s. Gräfin Sophie v. Baudissin (Nachtrag).",.
Bauer Klara,116085401,female,"Bauer, Klara, Ps. Karl Detlef, geboren den 23. Iuni 1836 zu Krotoschin, Posen, gestorben den 30. Iuni 1876 in Breslau. Werke s. Karl Detlef. Band I.",.
Dethleffs Sophie,116086033,female,"Dethleffs, Sophie. Gedichte. 4. Aufl. 16. (300) Hamburg 1861, Kittler. n 4.20; geb. n 5.40",‒ Gedichte in hochdeutscher u. plattdeutscher Mundart. 5. Aufl. 16. (287) Ebda. 1878. n 4.50; geb. n 6.– ‒ Gelegenheitsgedichte. 2. Aufl. 16. (247) Ebda. 1861. n 1.80 ‒ Zwei Gedichte an Schleswig-Holstein. 8. (4) Ebda. 1864. –.15
Devrient Therese,116089121,female,"Devrient, Therese. Was das Leben bringt. Erzählgn. f. junge Mädchen. 8. (215) Stuttgart 1882, Krabbe. geb. n 3.–",.
Schlesinger Marie,116089121,female,"*Schlesinger, Frl. Marie, Ps. Marie Schlesinger-Stephani, Berlin, Sophienstrasse 13 II, in Breslau geboren, hat von ihrer Mutter, geb. Stephani, die musikalische Veranlagung geerbt und ist von Beruf und Neigung – mit Herz und Seele – Musiklehrerin. Ein Gehörleiden zwang sie im Iahre 1882 diesem Berufe zu entsagen, Werke s. Marie Schlesinger-Stephani.",.
Kayser-Langerhannss Agnes,116090340,female,"*Kayser-Langerhannss, Frau Agnes, Dresden-A, Terrassenufer 3, geboren als Tochter des preussischen Kriegsrats Langerhannss zu Schloss Heldrungen in Thüringen, verlebte sie ihre Kinderjahre in Erfurt, wo sie bis zu ihrem 12. Iahre eine höhere Töchterschule besuchte, von da ab erhielt sie bis zu ihrem 16. Iahre Hausunterricht. In Schulpforta lernte sie ihren nachmaligen Gatten, den Sanitätsrat und Kreisphysikus Kayser aus Naumburg kennen. Frühzeitig entwickelte sich in ihr der Drang nach poetischer Gestaltung ihrer Gedankenwelt, welcher später seitens ihres Gatten verständnisvolle Förderung fand. 1866 zur Witwe geworden, lebt sie teils in Naumburg, teils in Dresden vorzugsweise mit der Poesie und Malerei beschäftigt, welche Liebhaberei durch viele und ausgedehnte Reisen nach Italien, Frankreich, Schweiz, England und Schottland grosse Förderung und Anregung erhielt. Im Iahre 1880 beendigte sie nach mehrjähriger Arbeit ihr Epos: »Odin«, nordisch-germanische Göttersage, zu welchem gründliche Vorstudien erforderlich waren. Das Studium der Nordisch Germanischen Mythologie, mit welchem sie sich geraume Zeit beschäftigte, hat sie zu weiterer Arbeit begeistert, und so entstand ein Altgermanisches Trauerspiel in 5 Akten »Loki«, welches 1886 in Dresden erschien. 1888 umgearbeitet, wurde es 1889 im Stadttheater in Würzburg mit durchschlagendem Erfolg aufgeführt. Das Buch hat drei Auflagen in Dresden und eine vierte billige in Grossenhain und Leipzig erfahren. Ein fünfaktiges Schauspiel »Der Erfinder« ist gleichfalls in zwei Auflagen erschienen. Ausserdem sind Romane, Novellen, grössere Erzählungen und mehrere Gedichtsbändchen von ihr herausgegeben worden. An Auszeichnungen hat sie eine bei Frauen ungewöhnliche Anzahl aufzuweisen. Sie erhielt die goldene Medaille »virtuti et ingenio« vom König von Sachsen, die goldene Medaille mit der Krone »litteris et artibus« vom König von Schweden, die goldene Medaille vom Herzog von Sachsen-Altenburg und ähnliche Auszeichnungen 1. Waldrose. Nov. 2. Aufl. (47) 1891. 2. Das friedliche Thal im Kriege 1813. Erzählg. Gedicht. 2. Aufl. (157) 1891. 3. Gedichte. 5. Aufl. (178) 1895. 4. Odin. Nordisch-germanische Göttersage. 2. Aufl. (185 mit Bildnis) 1891. 5. Loki. Altgermanisches Trauersp. 2. Aufl. (118) 1891. 6. Der Erfinder. Schausp. 2. Aufl. (128) 1892. 7. Der versunkene Garten. Rom. (227) 1895.","‒ Bausteine für Strassburg. Lieder. 5. Aufl. 8. (16) Dresden 1871, Leipzig Schul.-Verlag. n –.50 ‒ Erinnerungen aus meinem Leben. 8. (20) Dresden 1894, Grossenhain, Baumert & Ronge. n –.50 ‒ Gedichte. 4. Aufl. 8. (271) Leipzig 1885, Friedrich. geb. m. Goldschn. n 5.– ‒ Gesammelte Dichtungen. 1.–7. Bd. 8. Grossenhain, Baumert & Ronge. à 2.–; geb. à 3.– ‒ Odin. Nordisch-germanische Göttersage. 4. (171 m. H. u. 12 Lichtdr.) München 1881, Verlagsanstalt für Kunst und Wissenschaft. geb. m. Goldschn. 45.–"
Thal Agnes,116090340,female,"Thal, Agnes, s. Regine Ulmann.",.
Bawr ,116096691,female,"Bawr, Mme de. Le pièce de cent sous, hrsg. v. I. Wychgram. Ausg. A (IV, 129) 1895. Ausg. B. (IV, 109 u. 20) 1895. 12. Bielefeld, Velhagen & Klasing. à –.75","‒ Dasselbe. 2 Bdchn. Michel Perrin, hrsg. v. Emil Tournier. Ebda. 1895. –.75"
Bechler Anna,116099852,female,"*Bechler, Anna, Dresden, Fürstenstr. 87 II, geboren in Stuttgart, ist die Tochter des im Iahre 1893 verstorbenen Geologen und Vermessungsingenieurs Gust. R. Bechler. Sie lebte von 1883–1893 in Nordamerika, Washington, Philadelphia, New-York, woselbst ihr Vater in amerikanischen Staatsdiensten thätig war. Sie ist Mitarbeiterin verschiedener Tagesblätter. Während ihres Aufenthaltes in New-York schrieb sie für die dortige Staatszeitung kleine Novellen und Skizzen aus dem Frauenleben. Die Solinger Zeitung brachte von ihr »Im Forsthaus« und »Rosen«, die Deutsche Wacht »Entfesselt«,",.
Beck Elise,116100818,female,"*Beck, Frau Elise, München, Lindwurmstrasse 112, geboren den 25. Oktober 1855 als die Tochter des Brauereiund Gutsbesitzers Alois Hartmann in Ponholz (Oberpfalz) verlebte nach dem Besuche einer Klosterschule ihre Iugendzeit bei Verwandten in Niederbayern, machte später grössere Reisen, die sich bis Philadelphia ausdehnten. Im Iahre 1885 vermählte sie sich mit dem Schriftsteller Iulius Beck in München. Verschiedene kleinere Erzählungen für Kinder, sowie Gedichte sind in Zeitungen, Almanachs u.s.w. erschienen. Ihre niederbayerischen Dialekt-Dichtungen erfuhren besonders von der gesamten bayerischen Presse eine äusserst günstige Beurteilung und fanden beim Publikum die beifälligste Aufnahme. Gegenwärtig arbeitet die Dichterin an der Vollendung eines zweiten Bandes von Poesien in der gleichen Mundart und gedenkt denselben noch auf den Weihnachtsmarkt 1897 zu bringen.","‒ Aus der Hoamat. Niederbayerische Gedichte. 12. (IV, 82 u. XII) Leipzig 1895, W. Fiedler. geb. 1.50, m. Goldschn. 2.–"
Diemer Hermine,116101857,female,"*Diemer, Frau Hermine geb. v. Hillern, Ps. Hermine von Hillern, München, Kaiserstrasse 4, die Enkelin der Charlotte Birch-Pfeiffer und Tochter der Wilhelmine von Hillern, ist am 28. Februar 1859 in Freiburg i. Br. geboren. Die poetische Atmosphäre ihres Vaterhauses weckte schon früh ihre eigene Begabung, so dass ihre erste Sammlung. »Iugendträume«, schon viele Gedichte der Fünfzehnjährigen enthält. Sie hat sich 1887 verheiratet und lebt in München. Werke s. Hermine von Hillern.",.
Beck Marie,116101911,female,"□Beck, Frau Marie, Kassel, Parkstrasse 10.","‒ Allerhand kleine Geschichten. 16. (128) Hamburg 1889. Verl.-Anst. u. Druckerei, A.-G. n 1.60 ‒ Der lebendige Struwwelpeter u. andere drollige Geschichten f. Kinder von 3 bis 8 Iahren. Mit 10 Farbendr.-Bildern von Margarete Pfeiffer. 4. (Mit eingedr. u. 9 Bl. Text.) Wesel 1895, W. Düms. kart. 1.20 ‒ Ein neuer Struwwelpeter. Mit Bildern v. M. Pfeiffer. 4. (8 farb. Taf. m. eingedr. u. 4 Bl. Text.) Ebda. 1895. kart. –,50. auf Pappe zum Aufstellen 1.– ‒ Freude über Freude. Ein Bilderbuch. 4. (9 farb. Taf. m. 9 Text.) Ebda. 1892. geb. 1.– ‒ Unsere Haustiere und ihr Nutzen. Farbige Bilder von F. L., Text von M. B. 4. (22) Ebda. 1893. kart. 1.20, auf Pappe 2.– ‒ Wilhelms Besuch im Zoologischen Garten. 4. (24 m. 17 farb. Bild. von Flinzer.) Ebda. 1891. geb. 1.50"
Diers Marie,116104058,female,"*Diers, Frau Marie, Friedrichshagen, Seestrasse 44, ist am 10. Iuni 1867 im Lübzer Pfarrhause in Mecklenburg geboren, hat die höhere Töchterschule in Neustrelitz besucht und 1885 in Berlin das Lehrerinnenexamen bestanden. 1892 hat sie den Buchhalter Diers geheiratet und 1895 zu Schriftstellern angefangen. Seitdem sind von ihr im »Illustrierten Sonntagsblatt« »Tollköpfchens letztes Abenteuer«, »Der rote Faden«, »Schönheit« und »Hans Iochens Zahnweh« – in den »Lustigen Fliegenden Blättern« »Ein erkämpftes Sonntagsvergnügen« und in der »Norddeutschen Allgemeinen Zeitung« »Sein Komparativ«, »Durch fremde Hand« und »Glück« erschienen.",.
Becker Käthe,116104317,female,"*Becker, Frau Käthe, Frankenthal, Pfalz, wurde am 27. Dezember 1849 als Tochter eines Gutsbesitzers geboren. Ihre litterarische Thätigkeit bewegt sich hauptsächlich auf dem Gebiet der Lyrik. Seit zwei Iahren versieht sie den Salon-Kalender der Lith.-artist. Anstalt, vormals Gebr. Obpacher in München, mit Sinnsprüchen. – Ihr Gatte ist Arzt.","‒ Beate. 2. Aufl. 12. (99) Neustadt a. H. 1892, Gottschick Witters Verl. geb. m. Goldschn. 3.– ‒ Elsbeth. 8. (144) Ebda. 1896. geb. m. Goldschn. 3.–"
Becker Marie,116104821,female,"*Becker, Frl. Marie, Eberswalde, wurde am 28. Dezember 1871 zu Eberswalde als Tochter des Kaufmanns und Ratsherrn Adolph B.",.
Ernst Marie,116104821,female,"Ernst, Marie, Herausgeberin und Bearbeiterin des Supplements zu Bocks Buche »Vom gesunden und kranken Menschen.« Weitere Fortsetzung noch nicht erschienen.","‒ Das Buch der richtigen Ernährung Gesunder und Kranker. (In 14 Lfgn.) 1.–10. Lfg. 8. (1, Bd. 802) Leipzig 1886, Keils Nachfolger. à –.75"
Beeg Marie,116107324,female,"Beeg, Marie. Biographie s. Marie Ille.","‒ Aus dem Kinderleben. 4. (12 Bl. Farbdr.-Bilder) Stuttgart (1887) 1888, Süddeutsches Verlags-Institut. geb. n 4.– ‒ Blüten u. Ähren. 8. (287) Stuttgart 1884, Richter & Kappler. n 3.–, geb. n 4.– ‒ Das Vermächtnis der Tante. Erzählg. f. junge Mädchen. 8. (III, 220) Ebda. 1892. geb. in Leinw. n 4.– ‒ Das Traumgeistchen. In 12 Bildern in Schwarz u. Gold-Druck m. Text. 4. Nürnberg 1886, C. Schimpf. geb. n 6.– ‒ Die Kinderstube zur Dämmerstunde. In Wort u. Bild. 4. (VII, 40 m. eingedr. Chromolith.) (1882) 1883, Stuttgart, Nitzschke. geb. n 6.– ‒ Die Vierblättrigen. Eine Erzählg. f. d. junge Mädchenwelt. 8. (III, 224) Ebda. 1895. geb. in Leinw. n 4.–"
