name,gnd,gender,biography,bibliography
Schröder Auguste Sophie,1236820606,female,"*Schröder, Auguste Sophie, geb. Festner, Siegen, geboren den 16. Februar 1847 zu Löbejün bei Halle a. S. als Tochter des Lehrers und Dichters F. Festner, vermählte sich 1863 mit dem Lehrer Karl Schröder in Siegen, dramatisierte Märchen und schrieb Gedichte und Theaterstücke.","‒ Bekehrten Ungläubigen, Die. Lustsp. 1876. ‒ Intriguen. Schausp. 1876. ‒ Lügner, Der, u. sein Sohn. Posse. Ein in Gedanken stehen gebliebener Regenschirm. Schwank. 16. (45) Leipzig 1876, Ph. Reclam jr. –.20 ‒ Nur eine Gastrolle. Lustsp. 1881. ‒ Verheiratet wider Willen. Lustsp. 1876. ‒ Wahn u. Liebe. Lustsp. 1882."
Schröder Sophie,1236820606,female,"Schröder, Sophie. Wie sie lebt im Gedächtnis ihrer Zeitgenossen u. Kinder. 8. (250 m. 2 Kupferst.) Wien 1870, Wallishaussersche Buchhandlung. 6.–",.
Schultz Marie,1237155010,female,"Schultz, Frl. Marie, Hamburg-Uhlenhorst, Bleicherstr. 5 I, schreibt Romane und kurze Erzählungen aus dem Englischen, die als Feuilletons veröffentlicht werden.",.
Schultz Marie,1237155010,female,"Schultz, Marie. Das Stationskreuz. Dem Portugiesischen d. Pedro Ivo nacherzählt. 8. (114) Einsiedeln 1891, Benziger & Co. –.60",.
Landmann Marie,1237376629,female,"*Landmann, Frl. Marie, Breslau, Moritzstrasse 37, am 15. Februar 1850 in Berlin geboren, siedelte sie 1863 mit ihren Eltern nach Neutomischel in der Provinz Posen über. In 2 Pensionsjahren, 1866–1868, vollendete sie in Grünberg in Schlesien ihre Schulbildung, machte 1868 das Lehrerinnenexamen und lebte dann eine Reihe von Iahren als Lehrerin ihrer jüngeren Schwestern, später als Vorsteherin","‒ Die Zeitungs-Braut. Dramatischer Scherz. 8. (28) Berlin 1896, E. Bloch. n 1.50 ‒ Novellen. 8 (315) Berlin 1882, A. Duncker. n 5.–"
Riss Louise,1237387892,female,"Riss, Louise. Die Blumenbindekunst. Anordng. leb. Blumen zu Sträussen, Kränzen, Korbfüllgn. n. plast. Blumenbildern. 8. (276 m. Abbildgn.) Berlin 1893, P. Parey. geb. n 6–",.
Henrion Hermine,1240876300,female,"*Henrion, Hermine, geb. v. Stutterheim, Ps. Hedwig Braun, Berlin Körnerstrasse 4 III, geboren am 4. April 1838 in Arnswalde, als die 3. Tochter des Steuerinspektors Carl Freiherrn v. Stutterheim. Erst als Frau, als Mutter zweier Töchter, denen sie garnicht genug Märchen erzählen konnte, kam sie auf den Gedanken, ihre eigene Phantasie walten zu lassen. Auf diese Weise entstanden eine grosse Anzahl Märchen, welche in 14 kleinen und einem grossen Bande bei Iulius Bagel in Mühlheim a. d. Ruhr erschienen sind. Inzwischen Werke s. Hedwig Braun.",.
Herrmannsdorfer Caroline,1242054464,female,"*Herrmannsdorfer, Frl. Caroline, München, Arcisstrasse 48, geboren am 26. Dezember 1861 in München, hat sie ihre Eltern sehr früh verloren und war ganz und gar auf sich selbst angewiesen. Sie ist seit 18 Iahren Buchhalterin in einem Münchener Bankhause.",.
Brandecker Amelie,1243764171,female,"Brandecker, Frau Amelie, gestorben 1893.",.
Kempe Anna,1243979011,female,"Kempe, Anna, geb. Meyer, Ps. Parameny, geboren den 2. Oktober 1810 in Breslau. Werke s. Parameny.",.
Jochheim Amalie,1243979232,female,"Iochheim, Amalie, bekannt unter ihrem Mädchennamen Amalie Römheld, geboren am 5. Februar 1839 zu Gross-Steinheim bei Hanau, gestorben am 1. September 1874.",‒ Die Liebe macht alles gleich. Singsp. ‒ Eine Scene aus dem Zigeunerleben. Singsp.
Römheld Amalie,1243979232,female,"Römheld, Amalie, s. Amalie Iochheim.","‒ Anna Braun. Rom. 2 Bde. 8. (461) Leipzig 1870, Kollmann. 6.–"
Bååth-Holmberg Cecilia,1244773581,female,"Bååth-Holmberg, Cecilia, Tarna, Schweden. Trümmer u. andere Erzählungen. Rom., autorisierte Übersetzg. aus dem Schwedischen von G. Simon, m. Porträt, 12. (244) Erfurt 1897, Eduard Moos. eleg. geb. 2.–",.
Sophie-Wilhelmine,1245875353,female,"Sophie-Wilhelmine. Heideprinzesschen. Märchen mit Silhouetten. 4. (19 Bl.) Wolfenbüttel 1894, I. Zwissler. kart. 2.–",.
Groag Carola,1245894870,female,"Groag, Carola, Biographie s. Carola Belmonte-Groag.",.
Wünn Anna,1245938452,female,"*Wünn, Frl. Anna, Dresden-A., Falkenstrasse 14, geboren 1838 zu Potsdam als die Tochter eines Landwirtes, der seine Kinder religiös und patriotisch erzog. 1873 erschien ihr Erstlingswerk »Des Vögleins","‒ Des Benhams Gelübde. Übersetzg. der Aemilia Edward. Leipzig, E. I. Günther. 3.– ‒ Des Vögleins Bilderbuch. 16. (117) Ebda. 1875. 1.50 ‒ Lothar. Übersetzg. des D'Israeli. Ebda. 3.– ‒ Meine Mutter und ich. Von der Verf. v. »Iohn Halifax«. Aus dem Engl. 8. (325) Ebda. 1876. 4.–"
Rhiem Hanna,1246479400,female,"Rhiem, Hanna, Missionarin. Die Not der indischen u. die Pflicht der deutschen Frau. 3. Aufl. 12. (15) Breklum 1897, Christliche Buchhandlung. –.10",.
Frei Emma,1246948915,female,"Frei, Frl. Emma, Rorschach, Schweiz, Kindergarten, geboren den 4. Dezember 1852 in Trübbach bei Sargans, ist Kindergärtnerin und schreibt für die Iugend und Aphoristisches.",‒ Für die junge Welt. St. Gallen 1888.
Werner Marie,1246966530,female,"Werner, Marie, Biographie und Werke s. Marie von Olfers.",.
Werner Marie,1246966530,female,"*Werner, Frl. Marie, Königsberg in Pr., Tragheimer Pulverstrasse 33, daselbst geboren den 5. Ianuar 1860 als Tochter des Architekten und Stadtrats Werner, lebt in ihrer Geburtstadt als Vorsteherin eines Kindergartens und Fröbel-Seminars. Sie hat Novellen, Romane und Gedichte in verschiedenen Zeitungen und Zeitschriften veröffentlicht.","‒ Des Lebens höchste Güter. Nach Aussprüchen neuerer Dichter zusammengestellt. 8. (105) Stuttgart 1891, Greiner & Pfeiffer. geb. m. Goldschn. 3.–; erm. Pr. 2.– ‒ Ragenhart u. Swanhild. Epos. Königsberg 1884, Selbstverlag."
Fäsi Lena,1247175715,female,"Fäsi, Lena. Unter dem Christbaum. Parabeln, Erzählgn. u. Märchen. 2 Bdchn. 8. (88 m. 4 Chromol.) Glogau 1876, Flemming. kart. n 1.50",.
Hertlein Luise,1250196353,female,"Hertlein, Luise. Dreissig Ballspiele. 8. (50) Wien 1860, Lechner. n 1.50",‒ Friedrich Fröbels Bauspiele. 8. (80) Ebda. 1860. n 4.– ‒ Zwanzig Kinderspiele. 8. (122) Ebda. 1859. n 2.–
Ernst Angelica,1250546567,female,"Ernst, Angelica, Biographie und Werke s. Frl. Anna Cador.",.
Kronburg Ella,1250989140,female,"Kronburg, Ella von. Hamburgische Hausfrauen-Zeitung. Praktische Zeitschrift. Sprechsaal für die Frauenwelt. Red. v. Kronburg u. Carl Ohmann. 5. Iahrg. Oktbr. 1890 – Septbr. 1891. 24 Nrn. 4. (20 m. jährlich 12 Kunstbeilagen.) Hamburg, Ohmann. n 4.–; Salon-Ausg. n 10.–",.
Winkel Anna,1251280811,female,"Winkel, Anna. Das Liederbuch der Mutter. Kinderlieder zum Gebrauch im Hause, im Kindergarten u. in der Kleinkinderschule. 2. Aufl. 8. (80) Weimar 1876, Böhlau. 2.–",.
Rebe Maria,1251532454,female,"Rebe, Maria, Biographie s. Marie Michel.","‒ Am Eichstein. 16. (146) Stuttgart, 1873, I. F. Steinkopf. –.75 ‒ Am Herd. Mit einer Einschaltg.: »Über Kinderpflege« von Dr. Biedert. 8. (109) Gotha 1886, F. A. Perthes. n 1 20 ‒ Am Strengbach. 8. (205) Karlsruhe 1886, Reiff. n 2.–; geb. n 2.75 ‒ Andreas König. Eine Geschichte aus dem Elsass. 16. (140) Stuttgart 1875, I. F. Steinkopf. kart. –75 ‒ Aschenbrödel. Kurze Anleitung zum Kochen für einzelne in der Zeit beschränkte Leute. 8. (24) Karlsruhe 1884, Reiff. n –.30 ‒ Berg ab und auf. Erzählg. 8. (48) Strassburg 1887, Heitz. n 1.– ‒ Der Dreistein. 8. (203) Ebda. 1888. n 2.50 ‒ Die Haushaltungskunde in der Dorfschule u. ihre Stellg. zu dem Unterricht in den weiblichen Handarbeiten. 8. (169) Gotha 1882, F. A. Perthes. n 2.– ‒ Die Haushaltungskunde u. ihre Stellg. zu dem Unterricht in den weiblichen Handarbeiten, nebst einem Anh. speziell für die Küche der Lehrerin. 2. Aufl. 8. (184) Ebda. 1885. n 3.– ‒ Die Schule kann helfen! Die Schule muss helfen! 2. Aufl. 8. (62) Karlsruhe 1883, Reiff. n –.60 ‒ Ein Brand aus dem Feuer. Erzählg. 1881. ‒ Elsässer Zuckerdings für kleine Schnäbelchen. 8. (112 m. Illustr.) Gotha 1886, F. A. Perthes. n 3.– ‒ Erzählungen für das Volk. 8. (143) Zwickau 1863, Döhner. n –.50 ‒ Goldene Hauben. Federzeichngn. aus dem Elsass. 8. (134) Gotha 1884, F. A. Perthes. n 1.60 ‒ Guter Rat für Hausfrauen. 8. (182) Ebda. 1889. n 2.– ‒ Herrschen und dienen. Preisschrift. (89) 1879. –.80 ‒ Im Wein ertrinken mehr als im Wasser. Erzählgn. 2. Aufl. 8. (86) (1867) 1880. Strassburg, Schmidt. n –.60 ‒ Ist's wahr? Märchen. 8. (175 mit 11 Chromol.) Gotha 1888, F. A. Perthes. n 3.– ‒ Iohann Heinrich Oberlin, Pfarrer im Steinthal. Sein Leben u. Wirken. 12. (149) Stuttgart 1892, I. F. Steinkopf. kart. –.75 ‒ Schwarzbrot. Elsässer Erzählgn. für Kinder. 2 Bde. 8. (152 u. 167 m. Illustr.) (1886) 1890. Gotha, F. A. Perthes. kart. à n 2.– ‒ Silberadel. In dritter Klasse. 2 Elsässer Erzählgn. 12. (126) Stuttgart 1880, I. F. Steinkopf. –.75 ‒ Unter einem Dach. 8. (245) Karlsruhe 1883, Reiff. n 2.–; geb. u 2.75 ‒ Vogesengrün. Ein Elsässer Familienkalender. 8 (150 m. Abbildgn.) Strassburg von 1887–1896, I. H. E. Heitz. kart. 150 ‒ Wem der liebe Gott nicht bei der Erziehung hilft, dem hilft ein anderer. 8. (43) Ebda. 1888. n –.50 ‒ Wer den lieben Gott nicht zur Hochzeit einladet, bekommt einen bösen Gast. 8. (44) Ebda. 1888. n –.60 ‒ Wer der Sünde den Sonntag giebt, dem nimmt sie die Woche. 2. Aufl. 8. (54) Ebda. 1890. n –.50"
Reinwald Theodor,1252832524,female,"Reinwald, Theodor. Biographie s. Therese von Hansgirg.","‒ Dunkle Fügungen. Rom. 2 Tle. 8. (491) Wien 1862, Hermann Markgraf. 2.20 ‒ Gesammelte Novellen. 2 Bde. 8. (867) Prag 1873, Hofbuchh. Hunger. n 10.–"
Braun Irene,1253005796,female,"Braun, Frau Irene, München. G. Kampmann und O. Fikentscher. Blumen u. Ornamente, Vorlagen u. Motive z. Porzellan-, Majolikau. Fayence-Malerei. Neue Ausg., in 3 Heften. 2. (Mit je 1 Bl. Text.) München 1895, F. Bassermann. 14.50, einz. Bl. 1.– 1. Figürliches v. F. Hein. (6 farb. Taf.) 4.50 2. Landschaften u. Tiere v. G. K. u. O. F. (7 farb. Taf.) 5.– 3. Blumen u. Ornamente v. I. B., G. K. u. O. F. (7 farb. Taf.) 5.– und F. Hein. Majolika-, Fayence-, Porzellan-Malerei. Vorlagen u. Motive. 20 Taf. in Farbendr. m. (4) erläut. Konturblättern u. e. prakt. Anleitg. 4 Lfgn. 2. (4 Bl. Text.) Ebda. 1893. à n 4.–, kplt. in Leinw.-Mappe: n 16.–",.
Franken Constanze,1254624503,female,"Franken, Constanze von, Biographie s. Helene Stökl.","‒ Der gute Ton für die Kinderwelt. 4. (47 m. Illustr.) Leipzig 1890, M. Hesse. geb. 2.– ‒ Der Hauspoet als Gratulant u. Festredner zu Familienfesten, Iubiläen u. patriot. Feiern. 12. (144) Stuttgart 1894, Levy & Müller. n 1.50 ‒ Der Hauspoet als Hochzeitsgratulant u. Vergnügungsrat. 12. (160) Ebda. n 1.50 ‒ Der Hauspoet im Freundeskreise. Wünsche u. Widmgn. der Freundschaft. 12. (146) Ebda. n 1.50 ‒ Der Hauspoet. Neuestes Universalbuch der Wünsche u. Gratulationen, Begrüssgn., 8. (450) Ebda. n 3.–; geb. in Leinw. nn 3.75 ‒ Katechismus der Toilettenkunst u. d. gute Geschmackes. 8. (147) Leipzig 1891, M. Hesses Verlag. geb. n 2.50 ‒ Katechismus der weibl. Erwerbsu. Berufsthätigkeit. Ebda. 1897. brosch. 2.–; geb. 2.50 ‒ Katechismus des guten Tones u. d. feinen Sitte. 6. Aufl. 1896, 7. Aufl. 1897. 8. (215) Ebda. n 2.50 ‒ Katechismus des Haushaltes. Ebda. 1897. brosch. 2.–; geb. 2.50 ‒ Was wollen wir spielen? Allerlei Gesellschaftssp. 12. (92) Stuttgart 1894, Levy & Müller. n 1.20 ‒ Wie gratuliere ich. Kinder-Glückwünsche, Vorträge u. Festaufführgn. zu allen festlichen Gelegenheiten. Leipzig 1897, Hesses Verlag. 2–; geb. 2.50 ‒ Wie schreibe ich meine Briefe? Von der Kunst des Briefschreibens. Ein Handbuch mit Musterbriefen u.s.w. für die verschiedensten Anlässe u. Vorkommnisse, zum Gebrauch für jedermann. Nebst einer Auslese von mehr als 100 der schönsten u. neuesten Stammbuchu. Albumverse. 2. Aufl. 8. (362) Stuttgart 1896, Levy & Müller. n 3.50; geb. in Leinw. n 4.50 ‒ Wovon soll ich reden? Die Kunst der Unterhaltg. Ein prakt. Handbuch mit Anleitgn., Musterbeispielen, Zwiegesprächen u.s.w. für die verschiedensten Anlässe u. Vorkommnisse im modernen gesellschaftl. Leben u. Verkehr für Damen u. Herren. Nebst einem Anhang: 100 Gesellschaftssp., 50 Pfänderauslösgn. 2. Aufl. 8. (337) Ebda. n 3.50; geb. in Leinw. n. 4.50"
Manteuffel Else,1255001070,female,"*Manteuffel, Frl. Else von, Berlin, Oranienstrasse 106, geboren am 20. Ianuar 1848 zu Redel in Pommern, Tochter des Majors a. D. Freiherrn von Manteuffel auf Redel, ist als Volksund Iugendschriftstellerin litterarisch thätig. Einzelne ihrer Werke werden bei Errichtung von christlichen Volksbibliotheken ganz besonders bevorzugt. In christlichen Zeitschriften, in Iugendschriften u. dgl. ist sie häufig zu finden. Auch Übersetzungen aus amerikanischen und englischen Werken, zumeist Poesieen, in verschiedenen Zeitschriften unter dem Namen Geathred Leaves veröffentlicht, stammen aus ihrer Feder.","‒ Am Ostseestrande. 16. (16) Anklam 1894, A. Schmidts Verlag. n –.05 ‒ Aus Dunkel zum Licht. 12. (16) Ebda. 1891. n –.05 ‒ Der beste Freund. 12. (16) Ebda. n –.05 ‒ Der brave, kleine »Pysang«. 12. (16) Ebda. n –.05 ‒ Die Nachbarhäuser. 12. (253) Ebda. 1892. n 1.20; geb. n 1.60 ‒ Die Zigeuner. Erzählg. 12. (16 mit 1 Farbendruck.) Berlin 1896, Verlag des christlichen Zeitschriftenvereins. –.05 ‒ Geathred Leaves. 8. (24) Königberg i. d. N. 1896, I. G. Striese. n 1.50 ‒ Himmelsschlüssel. Eine Erzählg. für junge Mädchen. 12. (63) Berlin 1885, Hauptverlag für christliche Erbauungsschriften. nn 1.30 ‒ Im Frühlingssonnenschein. 12. (16) Anklam 1891, A. Schmidts Verlag, n –.05 ‒ Prinzessin Ilse. Erzählg. 12. (16 mit 1 Farbendr.) Berlin 1896, Verlag des christlichen Zeitschriften Vereins. –.05 ‒ Trudchens Sommerfrische. Erzählg. 12. (16 mit 1 Farbendr.) Ebda. 1896. –.05"
Hertzka Friederike,1255162139,female,"*Hertzka, Friederike, Ps. George May, Wien I, Habsburgergasse 5, geboren zu Wien, lebt daselbst während der Wintermonate und leitet im Sommer die ihrem Gatten gehörende Wasserheilanstalt in Ischl, Salzkammergut. Von ihr erschienen Novellen und ein Roman in den Zeitschriften: »Über Land und Meer«, »Illustrierte Welt« und »Neue illustrierte Zeitung«. Ferner veröffentlichte sie eine Erzählung »Mutter und Töchter« (Alexander Danz) und einen Band Novellen »Das Modell und andere Geschichten« (Pierson). Die von George May in »Über Land und Meer« veröffentlichten Novellen sind: »Das Modell« (1878/79), »Der Gondolier« (1879/80), »Ruths Verlobung« (1879/80); in der »Neuen illustrierten Zeitung«: »Die Trostburg«, Roman (1886); in der »Illustrierten Welt«: »Miska der Husar« (1886); in der Zeitschrift »Frauenleben«: »Freie Bahn den Frauen« (1895), ein Beitrag zur Frauenfrage, die später im Selbstverlag als Broschüre erschien. Werke s. George May.",.
Reichard Mea,1256135534,female,"*Reichard, Frau Mea, Brüssel, 221 Rue du Trône, geboren in Warschau, hat sie ihre Schulbildung seit frühester Iugend in Deutschland genossen. In erster Ehe war sie in Wien verheiratet. Nach dem Tode ihres Mannes heiratete sie in zweiter Ehe den Afrikaforscher Paul Reichard. Nach mehrjährigem Aufenthalt in Berlin siedelte sie mit ihrem Manne nach Brüssel über, wird aber wieder nach Berlin zurückkehren. Ihren Roman: »Die Unzufriedenen« hat sie selbst ins Französische übersetzt. Derselbe ist in der Brüsseler Zeitung »La Chronique« 1897 unter dem Titel »Les malcontents« erschienen. Die Schriftstellerin befasst sich auch mit Übersetzungen aus dem Englischen, Französischen, Polnischen und Schwedischen ins Deutsche. Auf der Brüsseler Weltausstellung 1897 wurde sie mit der silbernen Medaille für ihre Bücher und mit der bronzenen Medaille für Ölgemälde ausgezeichnet.","‒ Andrée. Soz. Rom. 8. (266) Dresden 1890, Minden. n 2.–; Einbd. nn 1.– ‒ Das neue Dienstmädchen. Lustsp. Als Manuskript gedruckt. Berlin 1895, Theater-Verlag von Theod. Entsch. ‒ Dideoquette. Schausp. 8. (58) Als Manuskript gedruckt. Ebda. 1895. ‒ Die Unzufriedenen. Moderner Rom. 8. (279 m. Bildn.) Berlin 1893, P. Moedebeck. n 3.–; geb. 4.– ‒ Mary Wood. Schausp. Als Manuskript gedruckt. Berlin 1895, Theater-Verlag von Theod. Entsch. ‒ Potsdamerstrasse 128. Posse. Als Manuskript gedruckt. Ebda. 1895. ‒ Reiche Töchter. Rom. 8. (248) Berlin 1895, Freund & Ieckel. n 3.–; geb. 4.– ‒ Tilda Rogge. Schausp. 8. (59) Als Manuskript gedruckt. Berlin 1895, Theater-Verlag von Theod. Entsch."
Reichard Mea,1256135534,female,"Reichard, Mea. Um 5 Uhr. Lustsp. Als Manuskript gedruckt. Ebda. 1895. Im Residenztheater in Berlin aufgeführt.","‒ Vom Opernball u. andere Nov. 8. (300 m. Bildnis.) Berlin 1893, P. Moedebeck. n 3.–; geb. 4.–"
Grass Ida,1257720171,female,"Grass, Ida. Das Gedenkbuch. 16. (397) Danzig 1887, C. Hinstorffs Verlag. n 3.–; kart. nn 3.25",.
Fürst Elise,1258199211,female,"Fürst, Elise. Was der Weihnachtsmann erzählt. 12. (154 m. 6 farb. Bildern.) Leipzig 1894, R. Kittlers Verlag. geb. 2.70",.
Decken Elsbeth,1258723123,female,"Decken, Elsbeth v. der. Ein harter Kampf. Eine Erzählg. aus dem oberbayer. Bergland. 2. Aufl. 8. (40) Frankfurt a. O. 1883, Harnecker & Co. n 2.–",‒ Dasselbe. 2. Aufl. Ebda. 1883. n 1.20
Decken Eva,1258723123,female,"□Decken, Frl. Eva v. der, Weimar, zur Zeit Ehringhausen.","‒ Allah ist mächtig u. gerecht. Erzählg. aus dem Nillande. 8. (187 m. 4 Farbendr.) Stuttgart 1892, Schmidt & Spring. kart. 3.– ‒ Die gebildete Frau u. die neue Zeit. Eine Gabe an die deutschen Frauen. 8. (56) Göttingen 1897. Vandenhoeck & Ruprecht. n 1.– ‒ Dorfgeschichten f. d. Iugend u. d. Volk. 8. (212 m. 5 Farbendr.) Stuttgart 1889, Schmidt & Spring. geb. 4.– ‒ Gott ist der Waisen Vater. Erzählg. f. d. Iugend. – Hilf dir selbst, so hilft dir Gott! Erzählg. f. die Iugend. Von Th. Griesinger. Neue Ausg. (236 m. 2 Farbendr.) Ebda. 1891, kart. n 2.25 ‒ Dasselbe. 12. (76 m. 4 Stahlst.) Ebda. 1888. –.75 ‒ Handwerk hat goldenen Boden. Erzählg. 12. (169 m. 4 Stahlst.) Ebda. 1892 kart. –.75 ‒ Unter Frühlingsstürmen. Erzählg. 12. (112 m. 4 Stahlst.) Ebda. 1891. kart.–.75"
Lüders Johanna Elisabeth,1258888734,female,"Lüders, Iohanna Elisabeth, geb. de Boor, geboren 1811 in Badenweiler, gestorben 1880 in ihrer Geburtsstadt, schrieb über Pflanzenkunde.",.
Roberts Sophie,1259943321,female,"Roberts, Sophie, s. Selma Schneider. u. Hoffmann. Haushaltungsbuch für das Iahr 1897. Für den tägl. Gebrauch eingerichtet u. durch Beisp. erläutert, nebst Küchen-Kalender, Wasch-Tabellen, Notiz-Kalender u. e. v. S. R. verfassten Ratgeber f. d. Haushalt. Fol. (78) Stuttgart 1896, I. Hoffmann. kart. n 2.–","‒ Deutscher Hausfrauenkalender 1891. 8. (127 u. 16 Wäschebuch) Nürnberg, Hennings. –.30 ‒ Die Kartoffelküche. 248 erprobte Rezepte zur bill. u. schmackhaften Bereitg. aller Kartoffelspeisen. 7. Aufl. 2. Ausg. 8. (101) (1884) 1891, Leipzig, G. A. Kaufmann. kart. n –.75 ‒ Einmachekunst. 1880. ‒ Praktisches Gartenbuch. 1883. ‒ Praktisches Kochu. Wirtschaftsbuch für bürgerliche u. feine Haushaltg. 2. Aufl. 8. (652) Dresden 1895, Barth & Schirrmeister. geb. n 6.– ‒ Schönheitspflege u. Schönheitsmittel. Rat u. Anleitg. f. Frauen u. Töchter. 16. (48) Esslingen 1885, Langguth. n 1.– ‒ Unter dem Christbaum. 1885."
Roberts Sophie,1259943321,female,"Roberts, Sophie. Ratgeber f. den Haushalt. (Hoffmanns Haushaltungsbuch.) Fol. (78) Stuttgart 1897, I. Hoffmann. 2.– Ergänzung zu Sophie Roberts. Band II.",.
Schneider Selma,1259943321,female,"Schneider, Frl. Selma, Ps. Sophie Roberts, S. Sartorius, Berlin, Wiener-Strasse 20, geboren den 11. Mai 1830 in Bunzlau. Werke s. auch Sophie Roberts u. S. Sartorius. u. K. Bergmann. Kochbuch f. d. bürgerl. Haushaltg. 14. Aufl. 16. (339) Glogau 1892, C. Flemming. geb. 2.50","‒ Das Beste in der Welt f. Mutter u. Kind. Kindergebete, Lieder u. Glückwünsche. (2. Ausg. von: Gebete u. Lieder f. Mutter u. Kind) 16. (84) Leipzig 1891, G. A. Kaufmann. kart. 1.– ‒ Gebete u. Lieder f. Mutter u. Kind. 16. (84) Nürnberg 1891, Leipzig, G. A. Kaufmann, kart. 1.–"
Zimmermann Helene,1260007308,female,"Zimmermann, Helene, s. Helene Zimmern.",.
Springer Marie,1260694305,female,"*Springer, Frl. Marie, (vormals Berlin W., Tauenzienstrasse 22. zur Zeit Wildbad, Württemberg). Geboren 1865 zu Truns in Graubünden, in Chur, später in Württemberg erzogen, vom 11. bis 16. Iahre mit den Eltern in Pierrepont (Frankreich), bis zum 21. Iahre in Stuttgart im höheren Lehrerinnenseminar ausgebildet, dann einige Iahre in Bayreuth als Lehrerin der höheren Töchterschule, mehrere in England, in Wildbad und Berlin, zur Zeit als Privatlehrerin in Wildbad. M. Sp. liefert Übersetzungen und schreibt kleinere pädagogische und sportliche Artikel.","‒ Drei Mann in einem Boot. Übers. des I. K. Ierome. Leipzig 1898, A. Schumann. ‒ Zu Rad durch das heutige Spanien. Übers. aus dem Englischen d. F. B. & W. H. Workman. 8. (260) Baknang, Würt. 1898, F. Mürdtner. 3.–"
